id,name,url,contact,format,sets
35,unimi.StudiaAustriaca,http://riviste.unimi.it/index.php/StudiaAustriaca/oai,paola.galimberti@unimi.it,oai_dc,all
36,unimi.StudiaTheodisca,http://riviste.unimi.it/index.php/StudiaTheodisca/oai,paola.galimberti@unimi.it,oai_dc,all
37,unimi.tintas,http://riviste.unimi.it/index.php/tintas/oai,paola.galimberti@unimi.it,oai_dc,all
38,unina.tria,http://www.serena.unina.it/index.php/tria/oai,delledon@libero.it,oai_dc,all
39,unina.camerablu,http://www.serena.unina.it/index.php/camerablu/oai,delledon@libero.it,oai_dc,all
40,unina.jop,http://www.serena.unina.it/index.php/jop/oai,delledon@libero.it,oai_dc,all
41,unina.Classnorr,http://www.serena.unina.it/index.php/Classnorr/oai,delledon@libero.it,oai_dc,all
42,unina.tema,http://www.serena.unina.it/index.php/tema/oai,delledon@libero.it,oai_dc,all
43,unina.rm,http://www.rmojs.unina.it/index.php/rm/oai,delledon@libero.it,oai_dc,all
44,cilea.jlis,https://www.jlis.it/oai,info@jlis.it,oai_dc,all
45,unibo.eqa,https://eqa.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
46,unibo.figure,https://figure.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
47,unimi.carteromanze,http://riviste.unimi.it/index.php/carteromanze/oai,paola.galimberti@unimi.it,oai_dc,all
48,fupress.ah,http://www.fupress.net/index.php/ah/oai,fulvio.guatelli@unifi.it,oai_dc,all
49,fupress.ceset,http://www.fupress.net/index.php/ceset/oai,fulvio.guatelli@unifi.it,oai_dc,all
50,fupress.aisthesis,http://www.fupress.net/index.php/aisthesis/oai,fulvio.guatelli@unifi.it,oai_dc,all
51,fupress.adf,http://www.fupress.net/index.php/adf/oai,fulvio.guatelli@unifi.it,oai_dc,all
52,fupress.asf,http://www.fupress.net/index.php/asf/oai,fulvio.guatelli@unifi.it,oai_dc,all
53,fupress.bae,http://www.fupress.net/index.php/bae/oai,fulvio.guatelli@unifi.it,oai_dc,all
54,fupress.cromohs,http://www.fupress.net/index.php/cromohs/oai,fulvio.guatelli@unifi.it,oai_dc,all
55,fupress.eda,http://www.fupress.net/index.php/eda/oai,fulvio.guatelli@unifi.it,oai_dc,all
56,fupress.formare,http://www.fupress.net/index.php/formare/oai,fulvio.guatelli@unifi.it,oai_dc,all
57,fupress.cdg,http://www.fupress.net/index.php/cdg/oai,fulvio.guatelli@unifi.it,oai_dc,all
58,fupress.iris,http://www.fupress.net/index.php/iris/oai,fulvio.guatelli@unifi.it,oai_dc,all
59,fupress.ijae,http://www.fupress.net/index.php/ijae/oai,fulvio.guatelli@unifi.it,oai_dc,all
60,fupress.bsfm-jems,http://www.fupress.net/index.php/bsfm-jems/oai,fulvio.guatelli@unifi.it,oai_dc,all
61,fupress.bsfm-lea,http://www.fupress.net/index.php/bsfm-lea/oai,fulvio.guatelli@unifi.it,oai_dc,all
62,fupress.mac,http://www.fupress.net/index.php/mac/oai,fulvio.guatelli@unifi.it,oai_dc,all
63,fupress.mes,http://www.fupress.net/index.php/mes/oai,fulvio.guatelli@unifi.it,oai_dc,all
64,fupress.mt,http://www.fupress.net/index.php/mt/oai,fulvio.guatelli@unifi.it,oai_dc,all
65,fupress.pm,http://www.fupress.net/index.php/pm/oai,fulvio.guatelli@unifi.it,oai_dc,all
66,fupress.prometheus,http://www.fupress.net/index.php/prometheus/oai,fulvio.guatelli@unifi.it,oai_dc,all
67,fupress.rss,http://www.fupress.net/index.php/rss/oai,fulvio.guatelli@unifi.it,oai_dc,all
68,fupress.rief,http://www.fupress.net/index.php/rief/oai,fulvio.guatelli@unifi.it,oai_dc,all
69,fupress.SdT,http://www.fupress.net/index.php/SdT/oai,fulvio.guatelli@unifi.it,oai_dc,all
70,fupress.scrineum,http://www.fupress.net/index.php/scrineum/oai,fulvio.guatelli@unifi.it,oai_dc,all
71,fupress.smp,http://www.fupress.net/index.php/smp/oai,fulvio.guatelli@unifi.it,oai_dc,all
72,fupress.sdd,http://www.fupress.net/index.php/sdd/oai,fulvio.guatelli@unifi.it,oai_dc,all
73,fupress.bsfm-sijis,http://www.fupress.net/index.php/bsfm-sijis/oai,fulvio.guatelli@unifi.it,oai_dc,all
74,fupress.ss,http://www.fupress.net/index.php/ss/oai,fulvio.guatelli@unifi.it,oai_dc,all
75,fupress.sf,http://www.fupress.net/index.php/sf/oai,fulvio.guatelli@unifi.it,oai_dc,all
76,fupress.techne,http://www.fupress.net/index.php/techne/oai,fulvio.guatelli@unifi.it,oai_dc,all
77,fupress.tutor,http://www.fupress.net/index.php/tutor/oai,fulvio.guatelli@unifi.it,oai_dc,all
78,rifp.rifp,http://www.rifp.it/ojs/index.php/rifp/oai,lui.pastore@googlemail.com,oai_dc,all
79,unina.bolfilos,http://www.serena.unina.it/index.php/bolfilos/oai,delledon@libero.it,oai_dc,all
80,unina.rth,http://www.serena.unina.it/index.php/rth/oai,delledon@libero.it,oai_dc,all
81,unimi.acme,http://riviste.unimi.it/index.php/ACME/oai,paola.galimberti@unimi.it,oai_dc,all
82,unimi.mde,http://riviste.unimi.it/index.php/MdE/oai,paola.galimberti@unimi.it,oai_dc,all
83,unimi.peml,http://riviste.unimi.it/index.php/PEML/oai,paola.galimberti@unimi.it,oai_dc,all
84,unimi.rdlv,http://riviste.unimi.it/index.php/RDLV/oai,paola.galimberti@unimi.it,oai_dc,all
85,unimi.rips,http://riviste.unimi.it/index.php/RIPS/oai,paola.galimberti@unimi.it,oai_dc,all
86,unimi.asgm,http://riviste.unimi.it/index.php/asgm/oai,paola.galimberti@unimi.it,oai_dc,all
87,unimi.concorso,http://riviste.unimi.it/index.php/concorso/oai,paola.galimberti@unimi.it,oai_dc,all
88,unimi.consonanze,http://riviste.unimi.it/index.php/consonanze/oai,paola.galimberti@unimi.it,oai_dc,all
89,unimi.cross,http://riviste.unimi.it/index.php/cross/oai,paola.galimberti@unimi.it,oai_dc,all
90,unimi.haf,http://riviste.unimi.it/index.php/haf/oai,paola.galimberti@unimi.it,oai_dc,all
91,unimi.interfaces,http://riviste.unimi.it/interfaces/oai,paola.galimberti@unimi.it,oai_dc,all
92,unibo.annalisismondi,https://annalisismondi.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
93,unibo.bibliothecae,https://bibliothecae.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
94,unibo.bolognalawreview,https://bolognalawreview.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
95,unibo.ecnp,https://encp.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
96,unibo.italianmicology,https://italianmycology.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
97,unibo.labourlaw,https://labourlaw.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
98,unibo.montesquieu,https://montesquieu.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
99,unibo.pianob,https://pianob.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
100,unibo.puenteeuropa,https://puenteeuropa.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
101,unibo.series,https://series.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
102,unibo.ste,https://ste.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
103,unina.eikonocity,http://www.serena.unina.it/index.php/eikonocity/oai,delledon@libero.it,oai_dc,all
104,unina.bdc,http://www.serena.unina.it/index.php/bdc/oai,delledon@libero.it,oai_dc,all
105,fupress.rsf,http://www.fupress.net/index.php/rsf/oai,fulvio.guatelli@unifi.it,oai_dc,all
106,fupress.rea,http://www.fupress.net/index.php/rea/oai,fulvio.guatelli@unifi.it,oai_dc,all
107,fupress.ri-vista,http://www.fupress.net/index.php/ri-vista/oai,fulvio.guatelli@unifi.it,oai_dc,all
108,fupress.ra,http://www.fupress.net/index.php/ra/oai,fulvio.guatelli@unifi.it,oai_dc,all
109,fupress.bsfm-qulso,http://www.fupress.net/index.php/bsfm-qulso/oai,fulvio.guatelli@unifi.it,oai_dc,all
110,fupress.pam,http://www.fupress.net/index.php/pam/oai,fulvio.guatelli@unifi.it,oai_dc,all
111,fupress.drammaturgia,http://www.fupress.net/index.php/drammaturgia/oai,fulvio.guatelli@unifi.it,oai_dc,all
112,unibo.hpa,https://hpa.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
113,unibo.umanisticadigitale,https://umanisticadigitale.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
114,unibo.usabroad,https://usabroad.unibo.it/oai,marialaura.vignocchi@unibo.it,oai_dc,all
115,fupress.ahs,http://www.fupress.net/index.php/ahs/oai,fulvio.guatelli@unifi.it,oai_dc,all
116,fupress.cambio,http://www.fupress.net/index.php/cambio/oai,fulvio.guatelli@unifi.it,oai_dc,all
117,fupress.ccselap,http://www.fupress.net/index.php/ccselap/oai,fulvio.guatelli@unifi.it,oai_dc,all
118,fupress.ds,http://www.fupress.net/index.php/ds/oai,fulvio.guatelli@unifi.it,oai_dc,all
119,fupress.fa,http://www.fupress.net/index.php/fa/oai,fulvio.guatelli@unifi.it,oai_dc,all
120,fupress.oi,http://www.fupress.net/index.php/oi/oai,fulvio.guatelli@unifi.it,oai_dc,all
121,unimi.gilgames,http://riviste.unimi.it/index.php/gilgames/oai,paola.galimberti@unimi.it,oai_dc,all
122,unimi.groundbreaking,http://riviste.unimi.it/index.php/groundbreaking/oai,paola.galimberti@unimi.it,oai_dc,all
123,unimi.LCM,http://riviste.unimi.it/index.php/LCM/oai,paola.galimberti@unimi.it,oai_dc,all
124,unimi.schermi,http://riviste.unimi.it/index.php/schermi/oai,paola.galimberti@unimi.it,oai_dc,all
125,unimi.SED,http://riviste.unimi.it/index.php/SED/oai,paola.galimberti@unimi.it,oai_dc,all
126,unina.politics,http://www.politics.unina.it/index.php/politics/oai,delledon@libero.it,oai_dc,all
127,unina.schola,http://www.serena.unina.it/index.php/schola/oai,delledon@libero.it,oai_dc,all
128,unina.upland,http://www.serena.unina.it/index.php/upland/oai,delledon@libero.it,oai_dc,all
129,unirc.archistor,http://pkp.unirc.it/ojs/index.php/archistor/oai,giuseppina.scamardi@unirc.it,oai_dc,all
